,FIPS,Next Import Probability
122,5081,1.944649929244364e-06
123,5083,1.944649929244364e-06
124,5085,1.944649929244364e-06
125,5087,1.944649929244364e-06
126,5089,1.944649929244364e-06
127,5091,1.944649929244364e-06
128,5093,1.944649929244364e-06
129,5095,2.725224650181799e-06
130,5097,1.944649929244364e-06
131,5099,1.944649929244364e-06
132,5101,1.944649929244364e-06
133,5103,1.944649929244364e-06
134,5105,1.944649929244364e-06
135,5107,5.244465243855757e-06
136,5109,1.944649929244364e-06
137,5111,1.944649929244364e-06
138,5113,1.944649929244364e-06
139,5115,1.944649929244364e-06
140,5117,1.944649929244364e-06
141,5119,0.00037205386868691305
142,5121,1.944649929244364e-06
143,5123,1.944649929244364e-06
144,5125,1.944649929244364e-06
145,5127,1.944649929244364e-06
146,5129,1.944649929244364e-06
147,5131,1.944649929244364e-06
148,5133,1.944649929244364e-06
149,5135,1.944649929244364e-06
150,5137,1.944649929244364e-06
151,5139,1.944649929244364e-06
152,5141,1.944649929244364e-06
153,5143,4.661056108998691e-05
154,5145,1.944649929244364e-06
155,5147,1.944649929244364e-06
156,5149,1.944649929244364e-06
157,6001,0.0070557128660044665
158,6003,2.8519230724512903e-06
159,6005,2.8519230724512903e-06
160,6007,2.6479108671326473e-05
161,6009,2.9382970356629687e-06
162,6011,1.944649929244364e-06
163,6013,0.003867654923532369
164,6015,2.8519230724512903e-06
165,6017,6.630411871465529e-05
166,6019,0.0007936362160766834
167,6021,1.944649929244364e-06
168,6023,7.295416158352151e-06
169,6025,6.544284550132446e-05
170,6027,2.451873692207484e-06
171,6029,0.00012319696709132174
172,6031,2.5517565584176483e-06
173,6033,2.8519230724512903e-06
174,6035,1.4222003548289794e-05
175,6037,0.011632579630003581
176,6039,1.944649929244364e-06
177,6041,0.0015250406653592435
178,6043,1.944649929244364e-06
179,6045,2.8519230724512903e-06
180,6047,1.944649929244364e-06
181,6049,1.944649929244364e-06
182,6051,1.8510109724842433e-05
183,6053,0.00010954525516129805
184,6055,2.561370370228735e-05
185,6057,5.996195970514809e-05
186,6059,0.006866059472432967
187,6061,0.00016348388475266346
188,6063,2.9382970356629687e-06
189,6065,0.003318176525102137
190,6067,0.004353590217141112
191,6069,1.944649929244364e-06
192,6071,0.005840301572260485
193,6073,0.007860730078718172
194,6075,0.006214115207196986
195,6077,0.0001134151234361067
196,6079,9.630820240095992e-05
197,6081,0.004762941609523478
198,6083,0.0003229942389509359
199,6085,0.005966890924294827
200,6087,0.0001849321151393605
201,6089,6.3881430151452235e-06
202,6091,5.551846661924723e-05
203,6093,1.944649929244364e-06
204,6095,9.96415064302006e-05
205,6097,0.000501515878018002
206,6099,5.049722511433948e-05
207,6101,1.944649929244364e-06
208,6103,1.944649929244364e-06
209,6105,2.8519230724512903e-06
210,6107,8.674392928888706e-05
211,6109,2.9715177907443834e-06
212,6111,0.0024437888373912194
213,6113,0.0001227567320425222
214,6115,3.538116224632957e-06
215,8001,0.00010845704703077195
216,8003,1.944649929244364e-06
217,8005,0.004271411119435937
218,8007,1.944649929244364e-06
219,8009,1.944649929244364e-06
220,8011,1.4222003548289794e-05
221,8013,0.0014052867670986732
222,8014,8.915264853448779e-06
223,8015,1.944649929244364e-06
224,8017,1.944649929244364e-06
225,8019,3.424621041625312e-05
226,8021,1.944649929244364e-06
227,8023,1.944649929244364e-06
228,8025,1.4222003548289794e-05
229,8027,1.944649929244364e-06
230,8029,1.944649929244364e-06
231,8031,0.0034718170206891356
232,8033,1.944649929244364e-06
233,8035,0.000774860863814592
234,8037,3.886220746809606e-05
235,8039,2.0453473367566866e-06
236,8041,0.002603784912629773
237,8043,1.4222003548289794e-05
238,8045,1.944649929244364e-06
239,8047,5.2595609229821865e-05
240,8049,6.043799557078222e-05
241,8051,1.8595863072402853e-05
242,8053,2.725224650181799e-06
243,8055,1.944649929244364e-06
244,8057,3.265975378121136e-06
245,8059,0.0024445329552745276
246,8061,1.944649929244364e-06
247,8063,1.944649929244364e-06
248,8065,1.8595863072402853e-05
249,8067,1.944649929244364e-06
250,8069,0.0009496475576685648
251,8071,1.944649929244364e-06
252,8073,1.4222003548289794e-05
253,8075,1.944649929244364e-06
254,8077,6.3881430151452235e-06
255,8079,3.034639738413323e-06
256,8081,1.944649929244364e-06
257,8083,1.944649929244364e-06
258,8085,1.944649929244364e-06
259,8087,1.944649929244364e-06
260,8089,1.944649929244364e-06
261,8091,3.893027037116435e-06
262,8093,2.0402324710082528e-06
263,8095,1.944649929244364e-06
264,8097,4.02668680964072e-05
265,8099,1.944649929244364e-06
266,8101,6.3881430151452235e-06
267,8103,1.944649929244364e-06
268,8105,1.944649929244364e-06
269,8107,4.037909956658104e-05
270,8109,1.944649929244364e-06
271,8111,6.473185553294359e-06
272,8113,4.279037270624041e-05
273,8115,1.944649929244364e-06
274,8117,3.970824439997939e-05
275,8119,1.944649929244364e-06
276,8121,1.944649929244364e-06
277,8123,2.5568608072785405e-05
278,8125,1.944649929244364e-06
279,9001,0.00391161413238323
280,9003,0.004705515584580398
281,9005,0.00015833755158180458
282,9007,0.0003469597159726644
283,9009,0.004261664189888964
284,9011,0.00022112950311295955
285,9013,4.887709058534942e-05
286,9015,3.389932921223863e-05
287,10001,6.3881430151452235e-06
288,10003,0.0026202796522655047
289,10005,2.5387975921507834e-05
290,12001,0.0003330233024829813
291,12003,1.944649929244364e-06
292,12005,6.3881430151452235e-06
293,12007,1.944649929244364e-06
294,12009,0.0004773863992825804
295,12011,0.006007920459242418
296,12013,0.00013262631145096574
297,12015,2.5252958873156726e-05
298,12017,1.944649929244364e-06
299,12019,6.3881430151452235e-06
300,12021,0.0002947661787035596
301,12023,1.944649929244364e-06
302,12027,1.944649929244364e-06
303,12029,1.944649929244364e-06
304,12031,0.0021000623761435844
305,12033,4.884425784411998e-05
306,12035,1.944649929244364e-06
307,12037,1.4733297079282203e-05
308,12039,1.944649929244364e-06
309,12041,1.944649929244364e-06
310,12043,1.944649929244364e-06
311,12045,1.4733297079282203e-05
312,12047,1.4222003548289794e-05
313,12049,2.8519230724512903e-06
314,12051,1.944649929244364e-06
315,12053,1.944649929244364e-06
316,12055,1.944649929244364e-06
317,12057,0.004858578200353297
318,12059,1.944649929244364e-06
319,12061,2.6263408317940988e-05
320,12063,1.4222003548289794e-05
321,12065,1.4222003548289794e-05
322,12067,1.4222003548289794e-05
323,12069,4.675413417472215e-05
324,12071,0.0007066874560300073
325,12073,0.0015654532255687452
326,12075,1.944649929244364e-06
327,12077,1.4222003548289794e-05
328,12079,1.944649929244364e-06
329,12081,0.00012939269596363387
330,12083,0.00028830979452591267
331,12085,2.5410590942035393e-05
332,12086,0.009236012656052653
333,12087,2.0453473367566866e-06
334,12089,1.944649929244364e-06
335,12091,2.6741386841778754e-05
336,12093,1.944649929244364e-06
337,12095,0.00441230728445582
338,12097,0.00011202975505211921
339,12099,0.005049406885613431
340,12101,0.00011099771821269377
341,12103,0.006296641571554776
342,12105,0.0001568717290482046
343,12107,9.182522400129129e-06
344,12109,0.00010870590874969706
345,12111,2.658010525368548e-05
346,12113,2.676696077960806e-05
347,12115,0.0010735220519856852
348,12117,0.0002848044476425043
349,12119,2.6955939774112505e-05
350,12121,1.944649929244364e-06
351,12123,1.4222003548289794e-05
352,12125,1.4222003548289794e-05
353,12127,0.0001549962674675811
354,12129,1.944649929244364e-06
355,12131,1.944649929244364e-06
356,12133,1.944649929244364e-06
357,13001,1.944649929244364e-06
358,13003,1.944649929244364e-06
359,13005,1.944649929244364e-06
360,13007,1.944649929244364e-06
361,13009,1.944649929244364e-06
362,13011,1.944649929244364e-06
363,13013,1.944649929244364e-06
364,13015,1.944649929244364e-06
365,13017,1.944649929244364e-06
366,13019,1.944649929244364e-06
367,13021,7.576364131984381e-06
368,13023,2.725224650181799e-06
369,13025,1.944649929244364e-06
370,13027,1.944649929244364e-06
371,13029,1.944649929244364e-06
372,13031,1.944649929244364e-06
373,13033,1.944649929244364e-06
374,13035,1.944649929244364e-06
375,13037,1.4222003548289794e-05
376,13039,1.944649929244364e-06
377,13043,1.944649929244364e-06
378,13045,1.944649929244364e-06
379,13047,1.944649929244364e-06
380,13049,1.944649929244364e-06
381,13051,0.00014085330481698467
382,13053,2.4957939249691886e-05
383,13055,1.944649929244364e-06
384,13057,4.672332295788268e-05
385,13059,2.7102418518123934e-05
386,13061,1.944649929244364e-06
387,13063,0.00019113883779410545
388,13065,1.944649929244364e-06
389,13067,0.005852390459312122
390,13069,1.944649929244364e-06
391,13071,1.944649929244364e-06
392,13073,2.5387975921507834e-05
393,13075,1.944649929244364e-06
394,13077,6.3881430151452235e-06
395,13079,1.944649929244364e-06
396,13081,2.725224650181799e-06
397,13083,1.944649929244364e-06
398,13085,1.944649929244364e-06
399,13087,1.944649929244364e-06
400,13089,0.010752921800455636
401,13091,1.944649929244364e-06
402,13093,1.944649929244364e-06
403,13095,2.725224650181799e-06
404,13097,6.3881430151452235e-06
405,13099,2.725224650181799e-06
406,13101,1.944649929244364e-06
407,13103,1.944649929244364e-06
408,13105,1.944649929244364e-06
409,13107,1.944649929244364e-06
410,13109,1.944649929244364e-06
411,13111,1.944649929244364e-06
412,13113,2.542511935893869e-05
413,13115,1.944649929244364e-06
414,13117,9.35619435152006e-05
415,13119,1.944649929244364e-06
416,13121,0.005253350855310359
417,13123,1.944649929244364e-06
418,13125,1.944649929244364e-06
419,13127,2.725224650181799e-06
420,13129,1.944649929244364e-06
421,13131,1.944649929244364e-06
422,13133,1.944649929244364e-06
423,13135,0.004977681520656926
424,13137,1.944649929244364e-06
425,13139,2.175988432762222e-05
426,13141,1.4222003548289794e-05
427,13143,1.944649929244364e-06
428,13145,1.944649929244364e-06
429,13147,1.944649929244364e-06
430,13149,1.944649929244364e-06
431,13151,2.5460637843353632e-05
432,13153,6.3881430151452235e-06
433,13155,1.944649929244364e-06
434,13157,1.944649929244364e-06
435,13159,1.944649929244364e-06
436,13161,1.944649929244364e-06
437,13163,1.944649929244364e-06
438,13165,1.944649929244364e-06
439,13167,1.944649929244364e-06
440,13169,1.944649929244364e-06
441,13171,1.944649929244364e-06
442,13173,1.944649929244364e-06
443,13175,1.944649929244364e-06
444,13177,1.944649929244364e-06
445,13179,1.944649929244364e-06
446,13181,2.725224650181799e-06
447,13183,1.944649929244364e-06
448,13185,1.944649929244364e-06
449,13187,1.944649929244364e-06
450,13189,2.725224650181799e-06
451,13191,1.944649929244364e-06
452,13193,0.0025204666650814156
453,13195,1.944649929244364e-06
454,13197,1.944649929244364e-06
455,13199,1.944649929244364e-06
456,13201,1.944649929244364e-06
457,13205,1.944649929244364e-06
458,13207,1.944649929244364e-06
459,13209,1.944649929244364e-06
460,13211,1.944649929244364e-06
461,13213,1.944649929244364e-06
462,13215,2.5441976450173074e-05
463,13217,1.944649929244364e-06
464,13219,2.658181114995877e-06
465,13221,1.944649929244364e-06
466,13223,6.3881430151452235e-06
467,13225,1.944649929244364e-06
468,13227,1.944649929244364e-06
469,13229,1.944649929244364e-06
470,13231,1.944649929244364e-06
471,13233,1.944649929244364e-06
472,13235,2.725224650181799e-06
473,13237,1.944649929244364e-06
474,13239,1.944649929244364e-06
475,13241,1.944649929244364e-06
476,13243,1.944649929244364e-06
477,13245,3.5069215678956695e-05
478,13247,4.770063981408127e-06
479,13249,1.944649929244364e-06
480,13251,1.944649929244364e-06
481,13253,2.725224650181799e-06
482,13255,1.944649929244364e-06
483,13257,2.725224650181799e-06
484,13259,1.4222003548289794e-05
485,13261,1.944649929244364e-06
486,13263,2.725224650181799e-06
487,13265,1.944649929244364e-06
488,13267,1.4222003548289794e-05
489,13269,1.944649929244364e-06
490,13271,1.4222003548289794e-05
491,13273,2.725224650181799e-06
492,13275,1.9668221929489204e-06
493,13277,1.944649929244364e-06
494,13279,2.725224650181799e-06
495,13281,4.164790703709773e-06
496,13283,1.944649929244364e-06
497,13285,1.944649929244364e-06
498,13287,1.944649929244364e-06
499,13289,1.944649929244364e-06
500,13291,1.944649929244364e-06
501,13293,1.944649929244364e-06
502,13295,1.944649929244364e-06
503,13297,1.944649929244364e-06
504,13299,1.944649929244364e-06
505,13301,2.725224650181799e-06
506,13303,1.944649929244364e-06
507,13305,1.944649929244364e-06
508,13307,1.944649929244364e-06
509,13309,1.4222003548289794e-05
510,13311,1.944649929244364e-06
511,13313,1.944649929244364e-06
512,13315,1.4222003548289794e-05
513,13317,1.944649929244364e-06
514,13319,1.944649929244364e-06
515,13321,1.944649929244364e-06
516,16001,0.0003695565436920227
517,16003,1.944649929244364e-06
518,16005,1.944649929244364e-06
519,16007,1.944649929244364e-06
520,16009,1.944649929244364e-06
521,16011,1.944649929244364e-06
522,16013,6.034084174413439e-06
523,16015,1.944649929244364e-06
524,16017,1.944649929244364e-06
525,16019,1.944649929244364e-06
526,16021,1.944649929244364e-06
527,16023,1.944649929244364e-06
528,16025,1.944649929244364e-06
529,16027,1.944649929244364e-06
530,16029,1.944649929244364e-06
531,16031,1.944649929244364e-06
532,16033,1.944649929244364e-06
533,16035,1.944649929244364e-06
534,16037,1.944649929244364e-06
535,16039,1.944649929244364e-06
536,16041,1.944649929244364e-06
537,16043,1.944649929244364e-06
538,16045,1.944649929244364e-06
539,16047,1.944649929244364e-06
540,16049,1.944649929244364e-06
541,16051,1.944649929244364e-06
542,16053,1.944649929244364e-06
543,16055,6.3881430151452235e-06
544,16057,1.944649929244364e-06
545,16059,1.944649929244364e-06
546,16061,1.944649929244364e-06
547,16063,1.944649929244364e-06
548,16065,1.944649929244364e-06
549,16067,1.944649929244364e-06
550,16069,1.944649929244364e-06
551,16071,1.944649929244364e-06
552,16073,1.944649929244364e-06
553,16075,1.944649929244364e-06
554,16077,1.944649929244364e-06
555,16079,1.944649929244364e-06
556,16081,1.944649929244364e-06
557,16083,1.944649929244364e-06
558,16085,1.944649929244364e-06
559,16087,1.944649929244364e-06
560,17001,1.944649929244364e-06
561,17003,1.944649929244364e-06
562,17005,1.944649929244364e-06
563,17007,1.944649929244364e-06
564,17009,1.4222003548289794e-05
565,17011,1.944649929244364e-06
566,17013,1.944649929244364e-06
567,17015,1.944649929244364e-06
568,17017,1.944649929244364e-06
569,17019,0.00011241039448413393
570,17021,1.944649929244364e-06
571,17023,1.944649929244364e-06
572,17025,1.944649929244364e-06
573,17027,1.944649929244364e-06
574,17029,1.944649929244364e-06
575,17031,0.017368889475146965
576,17033,1.944649929244364e-06
577,17035,1.944649929244364e-06
578,17037,1.944649929244364e-06
579,17039,1.944649929244364e-06
580,17041,1.944649929244364e-06
581,17043,0.004722457074157307
582,17045,1.944649929244364e-06
583,17047,1.944649929244364e-06
584,17049,1.944649929244364e-06
585,17051,1.944649929244364e-06
586,17053,1.944649929244364e-06
587,17055,1.944649929244364e-06
588,17057,1.944649929244364e-06
589,17059,1.944649929244364e-06
590,17061,1.944649929244364e-06
591,17063,1.944649929244364e-06
592,17065,1.944649929244364e-06
593,17067,1.944649929244364e-06
594,17069,1.944649929244364e-06
595,17071,1.944649929244364e-06
596,17073,1.944649929244364e-06
597,17075,1.944649929244364e-06
598,17077,1.944649929244364e-06
599,17079,1.944649929244364e-06
600,17081,1.944649929244364e-06
601,17083,1.944649929244364e-06
602,17085,1.944649929244364e-06
603,17087,1.4222003548289794e-05
604,17089,0.0003268426110615085
605,17091,1.944649929244364e-06
606,17093,6.402671432048521e-06
607,17095,1.944649929244364e-06
608,17097,0.004129573930105185
609,17099,1.944649929244364e-06
610,17101,1.4222003548289794e-05
611,17103,1.944649929244364e-06
612,17105,1.944649929244364e-06
613,17107,1.944649929244364e-06
614,17109,1.944649929244364e-06
615,17111,0.0001309994296413811
616,17113,2.540702271474175e-05
617,17115,1.944649929244364e-06
618,17117,1.944649929244364e-06
619,17119,4.6641956467337064e-05
620,17121,1.944649929244364e-06
621,17123,1.944649929244364e-06
622,17125,1.944649929244364e-06
623,17127,1.944649929244364e-06
624,17129,1.944649929244364e-06
625,17131,1.944649929244364e-06
626,17133,1.944649929244364e-06
627,17135,1.944649929244364e-06
628,17137,1.944649929244364e-06
629,17139,1.944649929244364e-06
630,17141,1.944649929244364e-06
631,17143,2.5387975921507834e-05
632,17145,1.944649929244364e-06
633,17147,2.0227323162291292e-06
634,17149,1.944649929244364e-06
635,17151,1.944649929244364e-06
636,17153,1.944649929244364e-06
637,17155,1.944649929244364e-06
638,17157,1.944649929244364e-06
639,17159,1.944649929244364e-06
640,17161,0.00019724665965332392
641,17163,4.6604750058954104e-05
642,17165,1.944649929244364e-06
643,17167,4.671405961877067e-05
644,17169,1.944649929244364e-06
645,17171,1.944649929244364e-06
646,17173,1.944649929244364e-06
647,17175,1.944649929244364e-06
648,17177,1.944649929244364e-06
649,17179,1.944649929244364e-06
650,17181,1.944649929244364e-06
651,17183,1.944649929244364e-06
652,17185,1.944649929244364e-06
653,17187,1.944649929244364e-06
654,17189,1.944649929244364e-06
655,17191,1.944649929244364e-06
656,17193,1.944649929244364e-06
657,17195,1.944649929244364e-06
658,17197,0.001140223404830973
659,17199,1.944649929244364e-06
660,17201,0.0002858327588984352
661,17203,1.944649929244364e-06
662,18001,1.944649929244364e-06
663,18003,0.00011039393152802746
664,18005,1.944649929244364e-06
665,18007,1.944649929244364e-06
666,18009,1.944649929244364e-06
667,18011,7.598868421798528e-05
668,18013,1.944649929244364e-06
669,18015,1.944649929244364e-06
670,18017,1.944649929244364e-06
671,18019,1.944649929244364e-06
672,18021,1.944649929244364e-06
673,18023,1.944649929244364e-06
674,18025,1.944649929244364e-06
675,18027,1.944649929244364e-06
676,18029,1.944649929244364e-06
677,18031,1.944649929244364e-06
678,18033,1.944649929244364e-06
679,18035,1.944649929244364e-06
680,18037,1.944649929244364e-06
681,18039,6.3881430151452235e-06
682,18041,1.944649929244364e-06
683,18043,1.944649929244364e-06
684,18045,1.944649929244364e-06
685,18047,1.944649929244364e-06
686,18049,1.944649929244364e-06
687,18051,1.944649929244364e-06
688,18053,1.944649929244364e-06
689,18055,1.944649929244364e-06
690,18057,0.0007840252034266972
691,18059,1.944649929244364e-06
692,18061,1.944649929244364e-06
693,18063,2.540250433841113e-05
694,18065,1.944649929244364e-06
695,18067,1.944649929244364e-06
696,18069,1.944649929244364e-06
697,18071,1.944649929244364e-06
698,18073,1.944649929244364e-06
699,18075,1.944649929244364e-06
700,18077,1.944649929244364e-06
701,18079,1.944649929244364e-06
702,18081,6.3881430151452235e-06
703,18083,1.944649929244364e-06
704,18085,1.944649929244364e-06
705,18087,1.944649929244364e-06
706,18089,0.00011375407943316223
707,18091,1.944649929244364e-06
708,18093,1.944649929244364e-06
709,18095,1.944649929244364e-06
710,18097,0.007821016312636098
711,18099,1.944649929244364e-06
712,18101,1.944649929244364e-06
713,18103,1.944649929244364e-06
714,18105,4.666402012676145e-05
715,18107,1.944649929244364e-06
716,18109,1.944649929244364e-06
717,18111,1.944649929244364e-06
718,18113,1.944649929244364e-06
719,18115,1.944649929244364e-06
720,18117,1.944649929244364e-06
721,18119,1.944649929244364e-06
722,18121,1.944649929244364e-06
723,18123,1.944649929244364e-06
724,18125,1.944649929244364e-06
725,18127,2.4884098306972816e-05
726,18129,1.944649929244364e-06
727,18131,1.944649929244364e-06
728,18133,1.944649929244364e-06
729,18135,1.944649929244364e-06
730,18137,1.944649929244364e-06
731,18139,1.944649929244364e-06
732,18141,6.223648511106021e-05
733,18143,1.944649929244364e-06
734,18145,1.944649929244364e-06
735,18147,1.944649929244364e-06
736,18149,1.944649929244364e-06
737,18151,1.944649929244364e-06
738,18153,1.944649929244364e-06
739,18155,1.944649929244364e-06
740,18157,2.5387975921507834e-05
741,18159,1.944649929244364e-06
742,18161,1.944649929244364e-06
743,18163,2.445872175611775e-05
744,18165,1.944649929244364e-06
745,18167,1.944649929244364e-06
746,18169,1.944649929244364e-06
747,18171,1.944649929244364e-06
748,18173,1.944649929244364e-06
749,18175,1.944649929244364e-06
750,18177,1.944649929244364e-06
751,18179,1.944649929244364e-06
752,18181,1.944649929244364e-06
753,18183,1.944649929244364e-06
754,19001,1.944649929244364e-06
755,19003,1.944649929244364e-06
756,19005,1.944649929244364e-06
757,19007,1.944649929244364e-06
758,19009,1.944649929244364e-06
759,19011,1.944649929244364e-06
760,19013,6.3881430151452235e-06
761,19015,1.944649929244364e-06
762,19017,1.944649929244364e-06
763,19019,1.944649929244364e-06
764,19021,1.944649929244364e-06
765,19023,1.944649929244364e-06
766,19025,1.944649929244364e-06
767,19027,1.944649929244364e-06
768,19029,1.944649929244364e-06
769,19031,2.0402324710082528e-06
770,19033,1.944649929244364e-06
771,19035,1.944649929244364e-06
772,19037,1.944649929244364e-06
773,19039,1.944649929244364e-06
774,19041,1.944649929244364e-06
775,19043,1.944649929244364e-06
776,19045,1.944649929244364e-06
777,19047,1.944649929244364e-06
778,19049,6.051786874646905e-06
779,19051,1.944649929244364e-06
780,19053,1.944649929244364e-06
781,19055,2.0225970695123374e-06
782,19057,1.944649929244364e-06
783,19059,2.0225970695123374e-06
784,19061,1.944649929244364e-06
785,19063,1.944649929244364e-06
786,19065,1.944649929244364e-06
787,19067,1.944649929244364e-06
788,19069,1.944649929244364e-06
789,19071,1.944649929244364e-06
790,19073,1.944649929244364e-06
791,19075,1.944649929244364e-06
792,19077,1.944649929244364e-06
793,19079,1.944649929244364e-06
794,19081,1.944649929244364e-06
795,19083,1.944649929244364e-06
796,19085,1.944649929244364e-06
797,19087,1.944649929244364e-06
798,19089,1.944649929244364e-06
799,19091,1.944649929244364e-06
800,19093,1.944649929244364e-06
801,19095,2.0225970695123374e-06
802,19097,1.944649929244364e-06
803,19099,1.944649929244364e-06
804,19101,1.944649929244364e-06
805,19103,0.0005887760202111147
806,19105,1.944649929244364e-06
807,19107,1.944649929244364e-06
808,19109,1.944649929244364e-06
809,19111,1.944649929244364e-06
810,19113,3.5345922626997894e-05
811,19115,1.944649929244364e-06
812,19117,1.944649929244364e-06
813,19119,1.944649929244364e-06
814,19121,1.944649929244364e-06
815,19123,1.944649929244364e-06
816,19125,1.944649929244364e-06
817,19127,1.944649929244364e-06
818,19129,1.944649929244364e-06
819,19131,1.944649929244364e-06
820,19133,1.944649929244364e-06
821,19135,1.944649929244364e-06
822,19137,1.944649929244364e-06
823,19139,1.944649929244364e-06
824,19141,1.944649929244364e-06
825,19143,1.944649929244364e-06
826,19145,1.944649929244364e-06
827,19147,1.944649929244364e-06
828,19149,1.944649929244364e-06
829,19151,1.944649929244364e-06
830,19153,0.0012615697644816984
831,19155,1.944649929244364e-06
832,19157,1.944649929244364e-06
833,19159,1.944649929244364e-06
834,19161,1.944649929244364e-06
835,19163,2.5387975921507834e-05
836,19165,1.944649929244364e-06
837,19167,2.804156142600669e-06
838,19169,2.4430688921182036e-05
839,19171,1.944649929244364e-06
840,19173,1.944649929244364e-06
841,19175,1.944649929244364e-06
842,19177,1.944649929244364e-06
843,19179,1.944649929244364e-06
844,19181,1.944649929244364e-06
845,19183,1.944649929244364e-06
846,19185,1.944649929244364e-06
847,19187,1.944649929244364e-06
848,19189,1.944649929244364e-06
849,19191,1.9351635250505032e-05
850,19193,1.944649929244364e-06
851,19195,1.944649929244364e-06
852,19197,1.944649929244364e-06
853,20001,1.944649929244364e-06
854,20003,1.944649929244364e-06
855,20005,1.944649929244364e-06
856,20007,1.944649929244364e-06
857,20009,1.944649929244364e-06
858,20011,1.944649929244364e-06
859,20013,1.944649929244364e-06
860,20015,1.944649929244364e-06
861,20017,1.944649929244364e-06
862,20019,1.944649929244364e-06
863,20021,1.944649929244364e-06
864,20023,1.944649929244364e-06
865,20025,1.944649929244364e-06
866,20027,1.944649929244364e-06
867,20029,1.944649929244364e-06
868,20031,1.944649929244364e-06
869,20033,2.0225970695123374e-06
870,20035,1.944649929244364e-06
871,20037,1.944649929244364e-06
872,20039,1.944649929244364e-06
873,20041,1.944649929244364e-06
874,20043,1.944649929244364e-06
